sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東(枋山),屏東縣,36,,良好,0.6,0.15,41.3,39.2,4,1,1.1,1.1,0,6,66,"2024-11-18 20:00",,0.1,2.8,5,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,36,,良好,0,0.14,37,39.3,11,5,5,4.9,0,1,25,"2024-11-18 20:00",,0.1,5.7,16,0,121.82463916,24.85366672,312
新北(樹林),新北市,35,,良好,0.3,0.34,21.3,22.6,11,10,21.7,29.4,7.7,0.1,158,"2024-11-18 20:00",,0.4,6.3,15,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,80,細懸浮微粒,普通,1.9,0.41,18.4,24.4,51,22,19.5,20.5,1,2.1,325,"2024-11-18 20:00",,0.4,27.1,48,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,50,,良好,0.7,0.2,24.3,30.3,33,8,9.5,10.1,0.6,2.5,4,"2024-11-18 20:00",,0.2,10.5,50,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,35,,良好,0.9,0.27,17.5,21.9,27,6,15.7,16.3,0.6,1.5,18,"2024-11-18 20:00",,0.3,7.9,35,,120.24535,22.87985556,202
彰化（員林）,彰化縣,26,,良好,1.2,0.22,24.5,28.4,15,7,9.6,10.1,0.4,2.1,344,"2024-11-18 20:00",,0.2,6.1,22,1,120.56373,23.96117,201
大城,彰化縣,39,,良好,1.8,0.19,34.8,38.4,26,9,6.3,7.4,1.1,10,52,"2024-11-18 20:00",,0.1,11.9,32,1,120.26964167,23.85493056,85
富貴角,新北市,47,,良好,0.1,0.13,46,46.8,45,13,0.5,0.5,0,12.1,50,"2024-11-18 20:00",,0.1,13.1,47,0,121.53656894,25.29681695,84
麥寮,雲林縣,46,,良好,3.5,0.44,23.4,30.1,27,7,16.6,17.3,0.7,5.9,2,"2024-11-18 20:00",,0.3,11.7,46,2,120.251825,23.753506,83
關山,臺東縣,33,,良好,1.7,0.16,37.7,36.7,16,5,2.1,2.9,0.7,4,27,"2024-11-18 20:00",,0.1,5,15,1,121.161933,23.045083,80
馬公,澎湖縣,42,,良好,0.8,0.15,44.8,45.4,27,8,1.1,1.8,0.6,10.7,34,"2024-11-18 20:00",,0.1,10.6,27,0,119.566158,23.569031,78
金門,金門縣,39,,良好,0.7,0.17,41.2,42.9,33,6,4.3,5.2,0.8,4,33,"2024-11-18 20:00",,0.1,8.6,37,0,118.312256,24.432133,77
馬祖,連江縣,41,,良好,0.6,0.17,41.3,44.5,37,12,3.2,3.8,0.5,4.2,328,"2024-11-18 20:00",,0.1,12.6,31,0,119.952724,26.153736,75
埔里,南投縣,46,,良好,1.1,0.32,14.5,22.3,22,15,8,10,2,0.3,275,"2024-11-18 20:00",,0.2,14.3,20,1,120.967903,23.968842,72
復興,高雄市,69,細懸浮微粒,普通,1.3,0.52,11.9,15.7,37,17,25.5,30.2,4.7,1.1,139,"2024-11-18 20:00",,0.5,23,43,1,120.312017,22.608711,71
永和,新北市,28,,良好,1.3,0.32,28.3,26.2,18,10,11.7,14.2,2.5,1.7,115,"2024-11-18 20:00",,0.3,8.6,23,1,121.516306,25.017,70
竹山,南投縣,38,,良好,1.2,0.31,9.8,22.2,18,6,17.8,19,1.1,2.1,18,"2024-11-18 20:00",,0.2,11.7,26,1,120.677306,23.756389,69
中壢,桃園市,41,,良好,0.7,0.74,16.9,17.9,20,8,23.2,42.2,19,1,319,"2024-11-18 20:00",,0.7,12.5,28,1,121.221667,24.953278,68
三重,新北市,52,二氧化氮,普通,0.5,0.97,11.2,11.6,13,9,32.9,71.3,38.4,-,-,"2024-11-18 20:00",,0.9,10.9,27,0,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,0.9,0.16,35.9,32.4,13,5,4.9,5.3,0.4,1.6,290,"2024-11-18 20:00",,0.1,6.8,18,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1,0.19,33.2,33.4,9,4,4.9,5.5,0.6,0.2,284,"2024-11-18 20:00",,0.2,7.8,14,0,121.746394,24.747917,65
陽明,臺北市,40,,良好,0.6,0.18,43.4,43.6,3,0,0.6,1.1,0.4,1.7,140,"2024-11-18 20:00",,0.1,1.9,7,0,121.529583,25.182722,64
花蓮,花蓮縣,37,,良好,1.6,0.19,40.8,40.8,21,6,2.8,3,0.2,3.8,75,"2024-11-18 20:00",,0.2,8,25,1,121.599769,23.971306,63
臺東,臺東縣,30,,良好,1.3,0.2,34.6,32.2,7,5,4.1,5.5,1.4,1.9,294,"2024-11-18 20:00",,0.2,4,12,1,121.15045,22.755358,62
恆春,屏東縣,64,細懸浮微粒,普通,1,0.15,43,43.4,,40,1.1,1.4,0.3,14.5,27,"2024-11-18 20:00",,0.1,20.7,20,1,120.788928,21.958069,61
潮州,屏東縣,70,細懸浮微粒,普通,1.9,0.44,6.1,17.5,48,21,19.8,20.7,0.9,1.3,297,"2024-11-18 20:00",,0.3,23.2,43,0,120.561175,22.523108,60
屏東,屏東縣,55,細懸浮微粒,普通,1,0.39,13.9,18.2,41,11,13.2,14.6,1.3,1.5,351,"2024-11-18 20:00",,0.4,17.2,40,1,120.488033,22.673081,59
小港,高雄市,63,細懸浮微粒,普通,1.1,0.51,10.4,16.6,46,19,28,30,1.9,1.8,335,"2024-11-18 20:00",,0.4,20.3,41,1,120.337736,22.565833,58
前鎮,高雄市,68,細懸浮微粒,普通,2.3,0.48,14.5,18.2,46,16,21.5,24.5,3,3.1,15,"2024-11-18 20:00",,0.5,22.6,45,2,120.30833356,22.6044507,57
前金,高雄市,60,細懸浮微粒,普通,0.9,0.4,17.3,19.0,47,16,20.1,20.9,0.8,2.9,14,"2024-11-18 20:00",,0.4,19.3,50,1,120.28676111,22.63390278,56
左營,高雄市,56,細懸浮微粒,普通,1.3,0.38,17.1,20.5,41,14,18.9,19.8,0.8,3.2,9,"2024-11-18 20:00",,0.4,17.6,46,1,120.292917,22.674861,54
楠梓,高雄市,56,細懸浮微粒,普通,1.9,0.34,16.2,20.3,42,10,20.4,21.4,0.9,4,31,"2024-11-18 20:00",,0.3,17.5,41,1,120.328289,22.733667,53
林園,高雄市,76,細懸浮微粒,普通,1.9,0.5,9.4,15.9,48,21,27.9,29.4,1.5,3,320,"2024-11-18 20:00",,0.4,25.7,53,2,120.41175,22.4795,52
大寮,高雄市,66,細懸浮微粒,普通,1.4,0.37,14.6,13.2,29,18,21.6,22.2,0.6,1.9,335,"2024-11-18 20:00",,0.4,21.7,32,1,120.425311,22.56413611,51
鳳山,高雄市,67,細懸浮微粒,普通,1.2,0.64,11.9,14.8,46,19,23,27.2,4.1,0.6,231,"2024-11-18 20:00",,0.7,21.8,46,1,120.357422,22.628126,50
仁武,高雄市,62,細懸浮微粒,普通,1.9,0.43,13.4,18.4,34,16,21.4,23.4,2,5.2,345,"2024-11-18 20:00",,0.4,20.1,41,1,120.332631,22.689056,49
橋頭,高雄市,59,細懸浮微粒,普通,1.6,0.31,15.9,20.0,41,17,20.9,22.2,1.2,3.6,16,"2024-11-18 20:00",,0.3,18.9,42,1,120.305689,22.757506,48
美濃,高雄市,40,,良好,0.4,0.29,18,18.3,36,11,7.9,8.9,0.9,0.2,14,"2024-11-18 20:00",,0.3,12.4,27,0,120.530542,22.883583,47
臺南,臺南市,49,,良好,0.9,0.26,23.8,28.9,29,9,12.5,12.8,0.3,3.4,29,"2024-11-18 20:00",,0.3,12.6,49,1,120.21947897,22.98928311,46
安南,臺南市,47,,良好,0.7,0.21,24.8,,21,13,,,,3.3,355,"2024-11-18 20:00",,0.2,13.7,47,0,120.2175,23.048197,45
善化,臺南市,36,,良好,1.2,0.2,22.7,30.1,29,9,11,12.2,1.2,3.1,15,"2024-11-18 20:00",,0.2,9,36,1,120.29740529,23.11337642,44
新營,臺南市,42,,良好,1,0.22,22.9,30.4,52,11,11.1,12.2,1.1,2.7,18,"2024-11-18 20:00",,0.2,10.6,42,1,120.31725,23.305633,43
嘉義,嘉義市,43,,良好,2.3,0.3,15.9,25.4,36,13,14.7,15.8,1.1,4.3,7,"2024-11-18 20:00",,0.2,13.1,32,3,120.44125148,23.46477865,42
臺西,雲林縣,39,,良好,1.6,0.2,32.1,34.6,21,6,7.8,7.7,0,9.1,23,"2024-11-18 20:00",,0.2,11.5,39,1,120.19933333,23.702175,41
朴子,嘉義縣,48,,良好,1.8,0.2,28.9,33.7,28,5,7.4,8.6,1.1,2.7,359,"2024-11-18 20:00",,0.2,7.2,48,1,120.2478,23.46538,40
新港,嘉義縣,40,,良好,1.5,0.17,28.8,35.5,35,8,7.6,8.8,1.1,4.1,357,"2024-11-18 20:00",,0.1,9.2,40,1,120.345531,23.554839,39
崙背,雲林縣,136,懸浮微粒,對敏感族群不健康,0.4,0.2,31.1,33,690,37,5.1,5.7,0.5,2.7,11,"2024-11-18 20:00",,0.2,18.7,209,0,120.348742,23.757547,38
斗六,雲林縣,39,,良好,1.3,0.27,18.2,29.4,19,10,10.4,12,1.5,2.5,353,"2024-11-18 20:00",,0.2,12,26,1,120.544994,23.711853,37
南投,南投縣,31,,良好,1.1,0.31,17,24.4,18,8,14.6,15.7,1.1,2.8,334,"2024-11-18 20:00",,0.3,9.7,22,1,120.685306,23.913,36
二林,彰化縣,34,,良好,0.6,0.19,35.1,37.6,13,1,5.1,5.7,0.6,7.3,33,"2024-11-18 20:00",,0.2,6.3,25,0,120.409653,23.925175,35
線西,彰化縣,32,,良好,1.5,0.18,32,35.9,6,2,8.6,9.1,0.4,9.4,36,"2024-11-18 20:00",,0.1,5.8,18,1,120.469061,24.131672,34
彰化,彰化縣,24,,良好,0.9,0.27,24.3,26.8,9,6,12.4,13.6,1.2,3.2,24,"2024-11-18 20:00",,0.2,5.7,15,0,120.541519,24.066,33
西屯,臺中市,27,,良好,1.2,0.18,30.3,29.8,,4,4.3,5,0.6,5.1,16,"2024-11-18 20:00",,0.1,3.8,,1,120.616917,24.162197,32
忠明,臺中市,22,,良好,1.1,0.24,21.8,24.6,9,2,9,10.2,1.1,2.1,354,"2024-11-18 20:00",,0.2,4.4,14,1,120.641092,24.151958,31
大里,臺中市,24,,良好,0.9,0.3,18.7,26.2,10,6,12,13.9,1.8,3.1,4,"2024-11-18 20:00",,0.2,4.7,13,1,120.67844444,24.09961111,30
沙鹿,臺中市,31,,良好,0.9,0.19,33.3,34.2,16,2,5.5,5.8,0.2,5.1,139,"2024-11-18 20:00",,0.1,4.6,18,0,120.568794,24.225628,29
豐原,臺中市,29,,良好,1.3,0.19,28.2,31.5,7,0,3.6,4.1,0.5,3.6,22,"2024-11-18 20:00",,0.2,1.1,10,0,120.74252414,24.25699731,28
三義,苗栗縣,32,,良好,0.6,0.16,33.1,35.3,5,3,3.9,4.8,0.8,,,"2024-11-18 20:00",,0.1,4.5,9,0,120.75956754,24.38248443,27
苗栗,苗栗縣,33,,良好,1.9,0.17,33.7,36.8,7,1,6.3,7.3,1,3.7,4,"2024-11-18 20:00",,0.1,4.9,13,1,120.82011468,24.56499183,26
頭份,苗栗縣,33,,良好,1.2,0.19,35.5,36.9,10,4,6.7,7.9,1.2,4.4,35,"2024-11-18 20:00",,0.1,6.9,16,1,120.89869286,24.69690679,25
新竹,新竹市,30,,良好,0.9,0.25,32.1,32.4,9,5,10.6,11.2,0.5,4.1,34,"2024-11-18 20:00",,0.2,6,16,1,120.97236752,24.8056356,24
竹東,新竹縣,35,,良好,0.3,0.15,37.2,38.6,2,1,3.4,4.4,0.9,7.1,32,"2024-11-18 20:00",,0.1,2.1,8,0,121.08895493,24.74091408,23
湖口,新竹縣,32,,良好,1.7,0.23,30.3,35.2,11,6,9.1,10.3,1.1,5.9,48,"2024-11-18 20:00",,0.1,8.2,14,1,121.03886894,24.90009696,22
龍潭,桃園市,31,,良好,0.5,0.19,31.9,33.7,9,8,7.1,7.8,0.6,6.6,54,"2024-11-18 20:00",,0.1,7.5,9,0,121.21645772,24.86400048,21
平鎮,桃園市,29,,良好,1,0.31,29,30.0,10,9,12.7,14.8,2.1,4.3,83,"2024-11-18 20:00",,0.3,8.8,19,0,121.203986,24.952786,20
觀音,桃園市,33,,良好,2.3,0.2,36.3,37.0,28,8,6.5,7.1,0.5,7,79,"2024-11-18 20:00",,0.1,9.2,31,1,121.08283092,25.03556747,19
大園,桃園市,33,,良好,1.4,0.19,33.7,33.3,24,12,10.2,11.6,1.4,4.3,58,"2024-11-18 20:00",,0.1,10.1,27,1,121.20251473,25.06100357,18
桃園,桃園市,27,,良好,1.7,0.32,27.3,29.0,8,6,14.6,16.1,1.5,2.7,64,"2024-11-18 20:00",,0.3,7.6,18,0,121.30500531,24.9947107,17
大同,臺北市,48,,良好,1.2,0.8,12.7,14.7,19,11,29.9,61.6,31.6,-,-,"2024-11-18 20:00",,0.6,14.1,26,0,121.51342074,25.06331455,16
松山,臺北市,38,,良好,1,0.27,18.3,20.9,15,4,23,27,4,0.4,29,"2024-11-18 20:00",,0.2,5.2,20,,121.578611,25.05,15
古亭,臺北市,26,,良好,0,0.24,30.8,26.4,16,6,10.8,11.9,1.1,2.5,66,"2024-11-18 20:00",,0.2,7.9,23,0,121.529556,25.020608,14
萬華,臺北市,32,,良好,1.7,0.3,22.1,25.3,14,5,19.6,22,2.3,1.6,94,"2024-11-18 20:00",,0.2,8.1,22,1,121.507972,25.046503,13
中山,臺北市,28,,良好,0.3,0.32,24.8,23.7,17,6,16.6,19.7,3.1,2.3,82,"2024-11-18 20:00",,0.3,8.7,22,0,121.526528,25.062361,12
士林,臺北市,34,,良好,0.4,0.21,39.5,37.2,7,6,4.8,5.8,1,1.8,149,"2024-11-18 20:00",,0.2,6.5,13,0,121.51666356,25.10334003,11
淡水,新北市,35,,良好,1,0.17,38.9,38.7,11,7,3.3,4.4,1,2.1,40,"2024-11-18 20:00",,0.1,7.1,17,0,121.449239,25.1645,10
林口,新北市,24,,良好,0.9,0.27,27,26.2,5,2,13.1,15.6,2.5,2,74,"2024-11-18 20:00",,0.2,5,14,0,121.36548982,25.07798949,9
菜寮,新北市,30,,良好,0.8,0.32,31.1,32.4,7,8,12.7,13.3,0.5,2.4,118,"2024-11-18 20:00",,0.2,9.1,17,0,121.481028,25.06895,8
新莊,新北市,30,,良好,1.1,0.29,28.1,31.5,21,9,13.4,14.4,0.9,2.6,90,"2024-11-18 20:00",,0.2,9.3,25,0,121.4325,25.037972,7
板橋,新北市,30,,良好,0.6,0.34,26.5,29.6,15,8,18.9,20.7,1.8,1.1,114,"2024-11-18 20:00",,0.3,8.2,18,0,121.458667,25.012972,6
土城,新北市,29,,良好,1.4,0.3,31.6,31.4,17,5,11.4,12.3,0.8,1,150,"2024-11-18 20:00",,0.2,8,19,1,121.451861,24.982528,5
新店,新北市,33,,良好,0.7,0.31,23.8,28.1,13,9,15.2,16.7,1.4,0.6,133,"2024-11-18 20:00",,0.2,10.2,15,0,121.537778,24.977222,4
萬里,新北市,70,懸浮微粒,普通,0.3,0.15,45,44.3,77,15,1.4,2.6,1.2,12,62,"2024-11-18 20:00",,0.1,14.8,70,0,121.689881,25.179667,3
汐止,新北市,32,,良好,1.6,0.22,27.3,29.6,23,9,13.9,15.2,1.2,1.4,45,"2024-11-18 20:00",,0.1,9.8,20,1,121.64081,25.06624,2
基隆,基隆市,34,,良好,1.4,0.18,40.1,37.9,24,3,2.1,3,0.9,1.9,77,"2024-11-18 20:00",,0.1,5.1,25,1,121.760056,25.129167,1
屏東(枋山),屏東縣,36,,良好,0.6,0.15,41.3,39.2,4,1,1.1,1.1,0,6,66,"2024-11-18 20:00",,0.1,2.8,5,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,36,,良好,0,0.14,37,39.3,11,5,5,4.9,0,1,25,"2024-11-18 20:00",,0.1,5.7,16,0,121.82463916,24.85366672,312
新北(樹林),新北市,35,,良好,0.3,0.34,21.3,22.6,11,10,21.7,29.4,7.7,0.1,158,"2024-11-18 20:00",,0.4,6.3,15,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,80,細懸浮微粒,普通,1.9,0.41,18.4,24.4,51,22,19.5,20.5,1,2.1,325,"2024-11-18 20:00",,0.4,27.1,48,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,50,,良好,0.7,0.2,24.3,30.3,33,8,9.5,10.1,0.6,2.5,4,"2024-11-18 20:00",,0.2,10.5,50,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,35,,良好,0.9,0.27,17.5,21.9,27,6,15.7,16.3,0.6,1.5,18,"2024-11-18 20:00",,0.3,7.9,35,,120.24535,22.87985556,202
彰化（員林）,彰化縣,26,,良好,1.2,0.22,24.5,28.4,15,7,9.6,10.1,0.4,2.1,344,"2024-11-18 20:00",,0.2,6.1,22,1,120.56373,23.96117,201
大城,彰化縣,39,,良好,1.8,0.19,34.8,38.4,26,9,6.3,7.4,1.1,10,52,"2024-11-18 20:00",,0.1,11.9,32,1,120.26964167,23.85493056,85
富貴角,新北市,47,,良好,0.1,0.13,46,46.8,45,13,0.5,0.5,0,12.1,50,"2024-11-18 20:00",,0.1,13.1,47,0,121.53656894,25.29681695,84
麥寮,雲林縣,46,,良好,3.5,0.44,23.4,30.1,27,7,16.6,17.3,0.7,5.9,2,"2024-11-18 20:00",,0.3,11.7,46,2,120.251825,23.753506,83
關山,臺東縣,33,,良好,1.7,0.16,37.7,36.7,16,5,2.1,2.9,0.7,4,27,"2024-11-18 20:00",,0.1,5,15,1,121.161933,23.045083,80
馬公,澎湖縣,42,,良好,0.8,0.15,44.8,45.4,27,8,1.1,1.8,0.6,10.7,34,"2024-11-18 20:00",,0.1,10.6,27,0,119.566158,23.569031,78
金門,金門縣,39,,良好,0.7,0.17,41.2,42.9,33,6,4.3,5.2,0.8,4,33,"2024-11-18 20:00",,0.1,8.6,37,0,118.312256,24.432133,77
馬祖,連江縣,41,,良好,0.6,0.17,41.3,44.5,37,12,3.2,3.8,0.5,4.2,328,"2024-11-18 20:00",,0.1,12.6,31,0,119.952724,26.153736,75
埔里,南投縣,46,,良好,1.1,0.32,14.5,22.3,22,15,8,10,2,0.3,275,"2024-11-18 20:00",,0.2,14.3,20,1,120.967903,23.968842,72
復興,高雄市,69,細懸浮微粒,普通,1.3,0.52,11.9,15.7,37,17,25.5,30.2,4.7,1.1,139,"2024-11-18 20:00",,0.5,23,43,1,120.312017,22.608711,71
永和,新北市,28,,良好,1.3,0.32,28.3,26.2,18,10,11.7,14.2,2.5,1.7,115,"2024-11-18 20:00",,0.3,8.6,23,1,121.516306,25.017,70
竹山,南投縣,38,,良好,1.2,0.31,9.8,22.2,18,6,17.8,19,1.1,2.1,18,"2024-11-18 20:00",,0.2,11.7,26,1,120.677306,23.756389,69
中壢,桃園市,41,,良好,0.7,0.74,16.9,17.9,20,8,23.2,42.2,19,1,319,"2024-11-18 20:00",,0.7,12.5,28,1,121.221667,24.953278,68
三重,新北市,52,二氧化氮,普通,0.5,0.97,11.2,11.6,13,9,32.9,71.3,38.4,-,-,"2024-11-18 20:00",,0.9,10.9,27,0,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,0.9,0.16,35.9,32.4,13,5,4.9,5.3,0.4,1.6,290,"2024-11-18 20:00",,0.1,6.8,18,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1,0.19,33.2,33.4,9,4,4.9,5.5,0.6,0.2,284,"2024-11-18 20:00",,0.2,7.8,14,0,121.746394,24.747917,65
陽明,臺北市,40,,良好,0.6,0.18,43.4,43.6,3,0,0.6,1.1,0.4,,,"2024-11-18 20:00",,0.1,1.9,7,0,121.529583,25.182722,64
花蓮,花蓮縣,37,,良好,1.6,0.19,40.8,40.8,21,6,2.8,3,0.2,3.8,75,"2024-11-18 20:00",,0.2,8,25,1,121.599769,23.971306,63
臺東,臺東縣,30,,良好,1.3,0.2,34.6,32.2,7,5,4.1,5.5,1.4,1.9,294,"2024-11-18 20:00",,0.2,4,12,1,121.15045,22.755358,62
恆春,屏東縣,64,細懸浮微粒,普通,1,0.15,43,43.4,,40,1.1,1.4,0.3,14.5,27,"2024-11-18 20:00",,0.1,20.7,20,1,120.788928,21.958069,61
潮州,屏東縣,70,細懸浮微粒,普通,1.9,0.44,6.1,17.5,48,21,19.8,20.7,0.9,1.3,297,"2024-11-18 20:00",,0.3,23.2,43,0,120.561175,22.523108,60
屏東,屏東縣,55,細懸浮微粒,普通,1,0.39,13.9,18.2,41,11,13.2,14.6,1.3,1.5,351,"2024-11-18 20:00",,0.4,17.2,40,1,120.488033,22.673081,59
小港,高雄市,63,細懸浮微粒,普通,1.1,0.51,10.4,16.6,46,19,28,30,1.9,1.8,335,"2024-11-18 20:00",,0.4,20.3,41,1,120.337736,22.565833,58
前鎮,高雄市,68,細懸浮微粒,普通,2.3,0.48,14.5,18.2,46,16,21.5,24.5,3,3.1,15,"2024-11-18 20:00",,0.5,22.6,45,2,120.30833356,22.6044507,57
前金,高雄市,60,細懸浮微粒,普通,0.9,0.4,17.3,19.0,47,16,20.1,20.9,0.8,2.9,14,"2024-11-18 20:00",,0.4,19.3,50,1,120.28676111,22.63390278,56
左營,高雄市,56,細懸浮微粒,普通,1.3,0.38,17.1,20.5,41,14,18.9,19.8,0.8,3.2,9,"2024-11-18 20:00",,0.4,17.6,46,1,120.292917,22.674861,54
楠梓,高雄市,56,細懸浮微粒,普通,1.9,0.34,16.2,20.3,42,10,20.4,21.4,0.9,4,31,"2024-11-18 20:00",,0.3,17.5,41,1,120.328289,22.733667,53
林園,高雄市,76,細懸浮微粒,普通,1.9,0.5,9.4,15.9,48,21,27.9,29.4,1.5,3,320,"2024-11-18 20:00",,0.4,25.7,53,2,120.41175,22.4795,52
大寮,高雄市,66,細懸浮微粒,普通,1.4,0.37,14.6,13.2,29,18,21.6,22.2,0.6,1.9,335,"2024-11-18 20:00",,0.4,21.7,32,1,120.425311,22.56413611,51
鳳山,高雄市,67,細懸浮微粒,普通,1.2,0.64,11.9,14.8,46,19,23,27.2,4.1,0.6,231,"2024-11-18 20:00",,0.7,21.8,46,1,120.357422,22.628126,50
仁武,高雄市,62,細懸浮微粒,普通,1.9,0.43,13.4,18.4,34,16,21.4,23.4,2,5.2,345,"2024-11-18 20:00",,0.4,20.1,41,1,120.332631,22.689056,49
橋頭,高雄市,59,細懸浮微粒,普通,1.6,0.31,15.9,20.0,41,17,20.9,22.2,1.2,3.6,16,"2024-11-18 20:00",,0.3,18.9,42,1,120.305689,22.757506,48
美濃,高雄市,40,,良好,0.4,0.29,18,18.3,36,11,7.9,8.9,0.9,0.2,14,"2024-11-18 20:00",,0.3,12.4,27,0,120.530542,22.883583,47
臺南,臺南市,49,,良好,0.9,0.26,23.8,28.9,29,9,12.5,12.8,0.3,3.4,29,"2024-11-18 20:00",,0.3,12.6,49,1,120.21947897,22.98928311,46
安南,臺南市,47,,良好,0.7,0.21,24.8,,21,13,,,,3.3,355,"2024-11-18 20:00",,0.2,13.7,47,0,120.2175,23.048197,45
善化,臺南市,36,,良好,1.2,0.2,22.7,30.1,29,9,11,12.2,1.2,3.1,15,"2024-11-18 20:00",,0.2,9,36,1,120.29740529,23.11337642,44
新營,臺南市,42,,良好,1,0.22,22.9,30.4,52,11,11.1,12.2,1.1,2.7,18,"2024-11-18 20:00",,0.2,10.6,42,1,120.31725,23.305633,43
嘉義,嘉義市,43,,良好,2.3,0.3,15.9,25.4,36,13,14.7,15.8,1.1,4.3,7,"2024-11-18 20:00",,0.2,13.1,32,3,120.44125148,23.46477865,42
臺西,雲林縣,39,,良好,1.6,0.2,32.1,34.6,21,6,7.8,7.7,0,9.1,23,"2024-11-18 20:00",,0.2,11.5,39,1,120.19933333,23.702175,41
朴子,嘉義縣,48,,良好,1.8,0.2,28.9,33.7,28,5,7.4,8.6,1.1,2.7,359,"2024-11-18 20:00",,0.2,7.2,48,1,120.2478,23.46538,40
新港,嘉義縣,40,,良好,1.5,0.17,28.8,35.5,35,8,7.6,8.8,1.1,4.1,357,"2024-11-18 20:00",,0.1,9.2,40,1,120.345531,23.554839,39
崙背,雲林縣,136,懸浮微粒,對敏感族群不健康,0.4,0.2,31.1,33,690,37,5.1,5.7,0.5,2.7,11,"2024-11-18 20:00",,0.2,18.7,209,0,120.348742,23.757547,38
斗六,雲林縣,39,,良好,1.3,0.27,18.2,29.4,19,10,10.4,12,1.5,2.5,353,"2024-11-18 20:00",,0.2,12,26,1,120.544994,23.711853,37
南投,南投縣,31,,良好,1.1,0.31,17,24.4,18,8,14.6,15.7,1.1,2.8,334,"2024-11-18 20:00",,0.3,9.7,22,1,120.685306,23.913,36
二林,彰化縣,34,,良好,0.6,0.19,35.1,37.6,13,1,5.1,5.7,0.6,7.3,33,"2024-11-18 20:00",,0.2,6.3,25,0,120.409653,23.925175,35
線西,彰化縣,32,,良好,1.5,0.18,32,35.9,6,2,8.6,9.1,0.4,9.4,36,"2024-11-18 20:00",,0.1,5.8,18,1,120.469061,24.131672,34
彰化,彰化縣,24,,良好,0.9,0.27,24.3,26.8,9,6,12.4,13.6,1.2,3.2,24,"2024-11-18 20:00",,0.2,5.7,15,0,120.541519,24.066,33
西屯,臺中市,27,,良好,1.2,0.18,30.3,29.8,,4,4.3,5,0.6,5.1,16,"2024-11-18 20:00",,0.1,3.8,,1,120.616917,24.162197,32
忠明,臺中市,22,,良好,1.1,0.24,21.8,24.6,9,2,9,10.2,1.1,2.1,354,"2024-11-18 20:00",,0.2,4.4,14,1,120.641092,24.151958,31
大里,臺中市,24,,良好,0.9,0.3,18.7,26.2,10,6,12,13.9,1.8,3.1,4,"2024-11-18 20:00",,0.2,4.7,13,1,120.67844444,24.09961111,30
沙鹿,臺中市,31,,良好,0.9,0.19,33.3,34.2,16,2,5.5,5.8,0.2,5.1,139,"2024-11-18 20:00",,0.1,4.6,18,0,120.568794,24.225628,29
豐原,臺中市,29,,良好,1.3,0.19,28.2,31.5,7,0,3.6,4.1,0.5,3.6,22,"2024-11-18 20:00",,0.2,1.1,10,0,120.74252414,24.25699731,28
三義,苗栗縣,32,,良好,0.6,0.16,33.1,35.3,5,3,3.9,4.8,0.8,,,"2024-11-18 20:00",,0.1,4.5,9,0,120.75956754,24.38248443,27
苗栗,苗栗縣,33,,良好,1.9,0.17,33.7,36.8,7,1,6.3,7.3,1,3.7,4,"2024-11-18 20:00",,0.1,4.9,13,1,120.82011468,24.56499183,26
頭份,苗栗縣,33,,良好,1.2,0.19,35.5,36.9,10,4,6.7,7.9,1.2,4.4,35,"2024-11-18 20:00",,0.1,6.9,16,1,120.89869286,24.69690679,25
新竹,新竹市,30,,良好,0.9,0.25,32.1,32.4,9,5,10.6,11.2,0.5,4.1,34,"2024-11-18 20:00",,0.2,6,16,1,120.97236752,24.8056356,24
竹東,新竹縣,35,,良好,0.3,0.15,37.2,38.6,2,1,3.4,4.4,0.9,7.1,32,"2024-11-18 20:00",,0.1,2.1,8,0,121.08895493,24.74091408,23
湖口,新竹縣,32,,良好,1.7,0.23,30.3,35.2,11,6,9.1,10.3,1.1,5.9,48,"2024-11-18 20:00",,0.1,8.2,14,1,121.03886894,24.90009696,22
龍潭,桃園市,31,,良好,0.5,0.19,31.9,33.7,9,8,7.1,7.8,0.6,6.6,54,"2024-11-18 20:00",,0.1,7.5,9,0,121.21645772,24.86400048,21
平鎮,桃園市,29,,良好,1,0.31,29,30.0,10,9,12.7,14.8,2.1,4.3,83,"2024-11-18 20:00",,0.3,8.8,19,0,121.203986,24.952786,20
觀音,桃園市,33,,良好,2.3,0.2,36.3,37.0,28,8,6.5,7.1,0.5,7,79,"2024-11-18 20:00",,0.1,9.2,31,1,121.08283092,25.03556747,19
